5245758	ita	Ero piuttosto malato lunedì.
5245759	ita	Io ero piuttosto malato lunedì.
5245760	ita	Ero piuttosto malata lunedì.
5245761	ita	Io ero piuttosto malata lunedì.
5245762	ita	Penso che Tom sia un bravo leader.
5245763	ita	Io penso che Tom sia un bravo leader.
5245765	ita	Stavo provando molto dolore.
5245766	ita	Io stavo provando molto dolore.
5245767	ita	So esattamente come si sente Tom.
5245768	ita	Io so esattamente come si sente Tom.
5245769	ita	Non penso che Tom viva qui.
5245770	ita	Io non penso che Tom viva qui.
5245771	ita	Non penso che Tom abiti qui.
5245772	ita	Io non penso che Tom abiti qui.
5245773	ita	Bevo la sua birra.
5245774	ita	Io bevo la sua birra.
5245775	ita	Bevo della birra.
5245776	ita	Io bevo della birra.
5245778	ita	Bevi della birra o del vino?
5245779	ita	Tu bevi della birra o del vino?
5245809	ita	Beve una birra.
5245810	ita	Lei beve una birra.
5245811	ita	Bevete una birra.
5245812	ita	Voi bevete una birra.
5245813	ita	Scusatemi, senza wasabi, per favore.
5245814	ita	Scusatemi, senza wasabi, per piacere.
5245823	ita	Butto via molte cose.
5245824	ita	Io butto via molte cose.
5245825	ita	Sono ciccione.
5245826	ita	Io sono ciccione.
5245827	ita	Sono cicciona.
5245828	ita	Io sono cicciona.
5245837	ita	Sono fiacco.
5245838	ita	Io sono fiacco.
5245839	ita	Sono fiacca.
5245840	ita	Io sono fiacca.
5245846	ita	Ho sentito che Tom era in Australia.
5245847	ita	Io ho sentito che Tom era in Australia.
5245857	ita	Marie è seduta e legge un libro.
5245871	ita	Ride perché il film è divertente.
5245872	ita	Lui ride perché il film è divertente.
5245873	ita	Stavo sudando un po'.
5245874	ita	Io stavo sudando un po'.
5245875	ita	Tom ha anche una cotta per Mary.
5245876	ita	Tom lo capisce già.
5245877	ita	Mary è sicuramente attraente.
5245878	ita	Mary è certamente attraente.
5245879	ita	Sono andato in una scuola cattolica.
5245880	ita	Io sono andato in una scuola cattolica.
5245881	ita	Sono andata in una scuola cattolica.
5245882	ita	Io sono andata in una scuola cattolica.
5245883	ita	Andai in una scuola cattolica.
5245884	ita	Io andai in una scuola cattolica.
5245885	ita	Mary è assolutamente bella.
5245886	ita	Non ero lì all'epoca.
5245887	ita	Io non ero lì all'epoca.
5245888	ita	Non c'ero all'epoca.
5245889	ita	Io non c'ero all'epoca.
5245890	ita	Vorrei vedere cos'ha Tom.
5245891	ita	Io vorrei vedere cos'ha Tom.
5245892	ita	Mi piacerebbe vedere cos'ha Tom.
5245893	ita	A me piacerebbe vedere cos'ha Tom.
5245894	ita	Io lavoro in quel lato della città.
5245895	ita	Lavoro in quel lato della città.
5245896	ita	Tom e John sono i figli di Mary.
5245897	ita	Tom e Mary si assomigliano molto.
5245898	ita	Non vorrei morire qui.
5245899	ita	Io non vorrei morire qui.
5245900	ita	Non vorrei morire qua.
5245901	ita	Io non vorrei morire qua.
5246208	ita	Lascia parlare Tom.
5246209	ita	Lasci parlare Tom.
5246210	ita	Lasciate mangiare Tom.
5246211	ita	Lasciamo parlare Tom.
5246212	ita	Perché Tom si sta comportando in modo così stupido?
5246213	ita	Perché Tom si sta comportando in maniera così stupida?
5246214	ita	Penso che abbiamo una buona squadra.
5246215	ita	Tom ha scritto a Mary questa settimana.
5246216	ita	Tom ha scritto una canzone su Mary.
5246217	ita	Tom scrisse una canzone su Mary.
5246218	ita	Penso che questo sia buono per noi.
5246219	ita	Io penso che questo sia buono per noi.
5246220	ita	Penso che questa sia una buona regola.
5246221	ita	Io penso che questa sia una buona regola.
5246222	ita	Penso che le cose andranno bene.
5246223	ita	Io penso che le cose andranno bene.
5246225	ita	Tom pensa che Mary sia un'idiota.
5246226	ita	Penso che il nostro sia molto meglio.
5246227	ita	Io penso che il nostro sia molto meglio.
5246228	ita	Penso che la nostra sia molto meglio.
5246230	ita	Io penso che la nostra sia molto meglio.
5246231	ita	Tom ha detto a Mary di rilassarsi e basta.
5246238	ita	Tom è stato assunto da noi nel 2013.
5246240	ita	Tom mi ha detto di stare rilassato.
5246241	ita	Tom mi ha detto di stare rilassata.
5246242	ita	Tom mi disse di stare rilassato.
5246243	ita	Tom mi disse di stare rilassata.
5246244	ita	Anche io pensavo che fosse divertente.
5246246	ita	Penso che tu sappia la risposta.
5246247	ita	Penso che lei sappia la risposta.
5246248	ita	Io penso che tu sappia la risposta.
5246249	ita	Io penso che lei sappia la risposta.
5246250	ita	Penso che sappiate la risposta.
5246251	ita	Io penso che sappiate la risposta.
5246253	ita	Penso che voi sappiate la risposta.
5246254	ita	Io penso che voi sappiate la risposta.
5246255	ita	Spero che Tom si sposi presto.
5246256	ita	Io spero che Tom si sposi presto.
5246258	ita	Non avevo idea che Tom stesse venendo.
5246259	ita	Io non avevo idea che Tom stesse venendo.
5246260	ita	Stavo cercando di perdere peso.
5246262	ita	Io stavo cercando di perdere peso.
5246263	ita	Stavo provando a perdere peso.
5246265	ita	Io stavo provando a perdere peso.
5246266	ita	Non dovrò rifarlo.
5246267	ita	Io non dovrò rifarlo.
5246268	ita	Non dovrò rifarla.
5246269	ita	Io non dovrò rifarla.
5246270	ita	Non lo dovrò rifare.
5246271	ita	Io non lo dovrò rifare.
5246272	ita	Non la dovrò rifare.
5246273	ita	Io non la dovrò rifare.
5246275	ita	Non rifarò questo.
5246276	ita	Io non rifarò questo.
5246278	ita	Tom e Mary ora sono fidanzati.
5246279	ita	Tom e Mary adesso sono fidanzati.
5246280	ita	Tom e Mary sono brave persone.
5246281	ita	Sia Tom che Mary hanno trent'anni.
5246282	ita	Tom e Mary hanno entrambi trent'anni.
5246285	ita	Sto facendo quello che ami fare.
5246286	ita	Io sto facendo quello che amo fare.
5246287	ita	Sia Tom che Mary non sanno nuotare.
5246288	ita	Tom e Mary sono ancora annoiati.
5246289	ita	Mi divertirò lì.
5246290	ita	Io mi divertirò lì.
5246291	ita	Penserò a quello che ho fatto.
5246292	ita	Sono stufo di questo sistema.
5246293	ita	Io sono stufo di questo sistema.
5246294	ita	Sono stufa di questo sistema.
5246295	ita	Io sono stufa di questo sistema.
5246296	ita	Tom ha fatto a tutti delle domande.
5246297	ita	Tom fece a tutti delle domande.
5246298	ita	Tom ha chiesto a Mary di spiegarlo.
5246299	ita	Tom ha chiesto a Mary di spiegarla.
5246300	ita	Tom chiese a Mary di spiegarlo.
5246301	ita	Tom chiese a Mary di spiegarla.
5246302	ita	Sono contento di essere arrivato qui in orario.
5246303	ita	Sono contenta di essere arrivata qui in orario.
5246304	ita	Tom sembra essere molto intelligente.
5246305	ita	Tom ha fatto molto più di quello.
5246306	ita	Tom fece molto più di quello.
5246309	ita	Finirò nei guai.
5246310	ita	Io finirò nei guai.
5246311	ita	Tom non ha convinto tutti.
5246312	ita	Tom non convinse tutti.
5246313	ita	Tom ha fatto quello che voleva fare.
5246314	ita	Tom fece quello che voleva fare.
5246315	ita	Quando ti hanno fatto la multa?
5246435	ita	Lui è troppo giovane.
5246465	ita	Anche le donne vogliono fare sesso.
5246467	ita	L'albero è caduto durante il tifone.
5246468	ita	L'albero cadde durante il tifone.
5246469	ita	Le tasse sono troppo alte.
5246471	ita	Io ho sentito tutto.
5246472	ita	Sentii tutto.
5246473	ita	Io sentii tutto.
5246474	ita	Porterò a Tom un po' di cibo.
5246475	ita	Io porterò a Tom un po' di cibo.
5246476	ita	Qual è il nome di questo ristorante?
5246477	ita	Come si chiama questo ristorante?
5246478	ita	Probabilmente a Tom non importa.
5246479	ita	A Tom probabilmente non importa.
5246499	ita	Di solito mi alzo presto la mattina.
5246500	ita	Solitamente mi alzo presto la mattina.
5246501	ita	Tadashi ha una voce bassa.
5246502	ita	Si intromise nella sua vita privata.
5246503	ita	Lui si intromise nella sua vita privata.
5246504	ita	Si è intromesso nella sua vita privata.
5246505	ita	Lui si è intromesso nella sua vita privata.
5246506	ita	Questo è un errore ortografico comune.
5246511	ita	Sto passeggiando nel parco con i miei figli.
5246512	ita	Io sto passeggiando nel parco con i miei figli.
5246515	ita	Perché Tom dovrebbe aiutarti?
5246516	ita	Perché Tom dovrebbe aiutarvi?
5246517	ita	Perché Tom dovrebbe aiutarla?
5246518	ita	Perché Tom ti dovrebbe aiutare?
5246519	ita	Perché Tom vi dovrebbe aiutare?
5246520	ita	Perché Tom la dovrebbe aiutare?
5246522	ita	Nel corso del tempo, le porte in legno possono deformarsi o gonfiarsi, rendendo la porta difficile da chiudere.
5246524	ita	Graham Greene è uno dei miei autori preferiti.
5246529	ita	Ho smania di uscire di casa.
5246530	ita	Io ho smania di uscire di casa.
5246597	ita	Sono tornato a casa tardi.
5246598	ita	Sono tornata a casa tardi.
5246600	ita	Tornato a casa tardi.
5246601	ita	Tom è andato a scuola in macchina.
5246602	ita	Tom andò a scuola in macchina.
5246603	ita	Non c'è niente qui dentro?
5246604	ita	Non c'è nulla qui dentro?
5246605	ita	Tom ha bevuto tre bicchieri di vino.
5246728	ita	Stiamo tutti bene.
5246731	ita	Noi stiamo tutti bene.
5246733	ita	Stiamo tutte bene.
5246734	ita	Noi stiamo tutte bene.
5246735	ita	Le illustrazioni del libro sono molto buone.
5246766	ita	Le misurazioni devono essere precise.
5246768	ita	Possiamo fermarci quando vogliamo.
5246769	ita	Noi possiamo fermarci quando vogliamo.
5246772	ita	Ci possiamo fermare quando vogliamo.
5246773	ita	Noi ci possiamo fermare quando vogliamo.
5246905	ita	Non la vidi.
5246906	ita	Io non la vidi.
5246931	ita	Ora provo a modificare questa frase.
5246957	ita	Proviamo a modificare questa frase.
5246964	ita	È un'occasione speciale.
5247057	ita	Penso che potrei ancora farlo.
5247058	ita	Io penso che potrei ancora farlo.
5247059	ita	Penso che potrei ancora farla.
5247060	ita	Io penso che potrei ancora farla.
5247123	ita	Tom diede una banana a Mary.
5247131	ita	Questa è un'occasione speciale.
5247156	ita	Tom ha sposato la figlia di Mary.
5247158	ita	Tom sposò la figlia di Mary.
5247160	ita	Tom si è sposato con la figlia di Mary.
5247161	ita	Tom si sposò con la figlia di Mary.
5247163	ita	Jean mangia una banana.
5247289	ita	Mangiavo delle fragole.
5247290	ita	Io mangiavo delle fragole.
5247346	ita	Penso che ne valga ancora la pena.
5247347	ita	Io penso che ne valga ancora la pena.
5247348	ita	Penso che sia una legge terribile.
5247349	ita	Io penso che sia una legge terribile.
5247352	ita	Tu sei in Bangladesh?
5247652	ita	Gli Italiani sono un popolo tenace.
5247827	ita	Ha il doppio dei miei anni.
5247832	ita	Ha preso un dieci.
5247833	ita	Lei ha preso un dieci.
5247835	ita	Prese un dieci.
5247837	ita	Lei prese un dieci.
5247920	ita	Tom ama quello che fa.
5247921	ita	Tom ama ciò che fa.
5247930	ita	Mio zio mi diede un libro.
5247931	ita	Scompare.
5247933	ita	Lei scompare.
5247934	ita	Tu scompari.
5247935	ita	Voi scomparite.
5247936	ita	L'albero è più alto del tetto.
5247939	ita	Stiamo finendo le munizioni.
5247940	ita	Stiamo esaurendo le munizioni.
5247942	ita	Stai ancora lavorando con lui?
5247944	ita	Sta ancora lavorando con lui?
5247946	ita	State ancora lavorando con lui?
5247958	ita	Stai ancora lavorando con lei?
5247959	ita	Sta ancora lavorando con lei?
5247960	ita	State ancora lavorando con lei?
5247968	ita	Sei ancora al lavoro?
5247969	ita	Tu sei ancora al lavoro?
5247971	ita	È ancora al lavoro?
5247972	ita	Lei è ancora al lavoro?
5247974	ita	Siete ancora al lavoro?
5247975	ita	Voi siete ancora al lavoro?
5247977	ita	Stai ancora lavorando con loro?
5247981	ita	Sta ancora lavorando con loro?
5247982	ita	State ancora lavorando con loro?
5247983	ita	Stai ancora lavorando per noi?
5248001	ita	Sta ancora lavorando per noi?
5248003	ita	State ancora lavorando per noi?
5248025	ita	Stai ancora lavorando per loro?
5248026	ita	Sta ancora lavorando per loro?
5248028	ita	State ancora lavorando per loro?
5248030	ita	Stai ancora lavorando per me?
5248033	ita	Sta ancora lavorando per me?
5248036	ita	State ancora lavorando per me?
5248038	ita	Stai ancora lavorando per lui?
5248041	ita	Sta ancora lavorando per lui?
5248044	ita	State ancora lavorando per lui?
5248048	ita	Stai ancora lavorando per lei?
5248051	ita	Sta ancora lavorando per lei?
5248052	ita	State ancora lavorando per lei?
5248054	ita	Stai ancora lavorando cameriere?
5248056	ita	Sta ancora lavorando come cameriere?
5248078	ita	Tom fa degli errori, ma in buona fede.
5248081	ita	Tom fa degli errori, però in buona fede.
5248083	ita	Tom commette degli errori, ma in buona fede.
5248086	ita	Tom commette degli errori, però in buona fede.
5248093	ita	Mi stai dicendo di non andare?
5248094	ita	Mi sta dicendo di non andare?
5248096	ita	Mi state dicendo di non andare?
5248097	ita	Non mi piacciono i ragni.
5248098	ita	A me non piacciono i ragni.
5248100	ita	Le pareti erano spoglie.
5248236	ita	Tom ha cominciato a capire.
5248238	ita	Tom cominciò a capire.
5248240	ita	Il 1989 è stato un anno difficile.
5248248	ita	Tom non mi ha mai detto il suo cognome.
5248249	ita	Penso che sia un buon progetto.
5248250	ita	Io penso che sia un buon progetto.
5248253	ita	Il governo sta cercando di riportare le cose alla normalità.
5248254	ita	Il governo sta provando a riportare le cose alla normalità.
5248263	ita	Tom ha promesso di aspettarci.
5248264	ita	Tom promise di aspettarci.
5248267	ita	Come si chiama lei?
5248296	ita	Ti ringrazio per l'avvertimento.
5248297	ita	Vi ringrazio per l'avvertimento.
5248298	ita	La ringrazio per l'avvertimento.
5248299	ita	Tom potrebbe non essere qui oggi.
5248502	ita	Ciò che sappiamo è una goccia d'acqua. Ciò che ignoriamo è un oceano.
5248578	ita	È su questo lato della strada?
5248697	ita	L'acqua non è pulita.
5248805	ita	Józsika è in giardino.
5250012	ita	Parlerai con Tom?
5250013	ita	Tu parlerai con Tom?
5250015	ita	Parlerà con Tom?
5250016	ita	Lei parlerà con Tom?
5250017	ita	Parlerete con Tom?
5250018	ita	Voi parlerete con Tom?
5250080	ita	Si sono appena fermati.
5250084	ita	Loro si sono appena fermati.
5250085	ita	Si sono appena fermate.
5250086	ita	Loro si sono appena fermate.
5250091	ita	Non ama la sua ragazza.
5250092	ita	Lui non ama la sua ragazza.
5250093	ita	Non ama la sua fidanzata.
5250094	ita	Lui non ama la sua fidanzata.
5250095	ita	Non ama la sua morosa.
5250096	ita	Lui non ama la sua morosa.
5250111	ita	Quanto spesso piove in Inghilterra?
5250117	ita	Lui mangerà.
5250489	ita	Marika ha capito l'estone?
5250490	ita	Marika capiva l'estone?
5251016	ita	Mary ne ha visto uno una volta.
5251020	ita	Mary ne ha vista una una volta.
5251033	ita	Sembrava troppo buono per essere vero.
5251034	ita	Sembrava troppo buona per essere vera.
5251213	ita	Lasciate ogni speranza, Voi ch' entrate!
5251229	ita	Ce l'hai insegnato.
5251231	ita	Ce l'ha insegnato.
5251233	ita	Ce lo avete insegnato.
5251244	ita	Tu ce l'hai insegnato.
5251246	ita	Lei ce l'ha insegnato.
5251247	ita	Voi ce lo avete insegnato.
5251309	ita	Voglio scrivere una lettera.
5251310	ita	Io voglio scrivere una lettera.
5251399	ita	Sei anche con noi?
5251406	ita	Tu sei anche con noi?
5251787	ita	Mi hai tradito.
5251788	ita	Tu mi hai tradito.
5251789	ita	Mi hai tradita.
5251790	ita	Tu mi hai tradita.
5251791	ita	Mi ha tradita.
5251792	ita	Lei mi ha tradita.
5251793	ita	Mi ha tradito.
5251794	ita	Lei mi ha tradito.
5251795	ita	Mi avete tradito.
5251796	ita	Voi mi avete tradito.
5251797	ita	Mi avete tradita.
5251798	ita	Voi mi avete tradita.
5251800	ita	Abbiamo giocato a scacchi per tutta la notte.
5251801	ita	Noi abbiamo giocato a scacchi per tutta la notte.
5251810	ita	Perché Tom non è tornato?
5251811	ita	A che ora dovremmo mangiare?
5251812	ita	Cosa mangerai oggi?
5251813	ita	Che cosa mangerai oggi?
5251814	ita	Cosa mangerà oggi?
5251815	ita	Che cosa mangerà oggi?
5251816	ita	Cosa mangerete oggi?
5251817	ita	Che cosa mangerete oggi?
5251830	ita	Perché non sono tornati?
5251831	ita	Perché non sono tornate?
5251832	ita	Giocavamo spesso a scacchi.
5251833	ita	Noi giocavamo spesso a scacchi.
5251834	ita	Tom gioca bene a tennis.
5251835	ita	Tom gioca anche a tennis.
5251836	ita	Giochi bene a tennis.
5251838	ita	Tu giochi bene a tennis.
5251840	ita	Lei gioca bene a tennis.
5251841	ita	Giocate bene a tennis.
5251842	ita	Voi giocate bene a tennis.
5251844	ita	Tom ha promesso di aspettare.
5251845	ita	Tom promise di aspettare.
5251846	ita	Chi mangerà il resto?
5251847	ita	Non lascerò andare Tom.
5251848	ita	Io non lascerò andare Tom.
5251849	ita	Non difenderò Tom.
5251850	ita	Io non difenderò Tom.
5251851	ita	Tom sta mangiando ora.
5251852	ita	Tom sta mangiando adesso.
5251857	ita	Tom non lo mangerà.
5251858	ita	Tom non la mangerà.
5251897	ita	Le pecore mangiano l'erba.
5251902	ita	Non voglio sembrare pessimista.
5251904	ita	Io non voglio sembrare pessimista.
5251905	ita	Tom non ha intenzione di arrendersi.
5251906	ita	Tom mi dà molti consigli.
5251908	ita	È stato difficile per me dire di no.
5251933	ita	È troppo tardi per andare lì ora.
5251934	ita	È troppo tardi per andare lì adesso.
5251936	ita	Non ho parlato con nessuno.
5251937	ita	Io non ho parlato con nessuno.
5251938	ita	Ho la sensazione che sia una perdita di tempo.
5251939	ita	Io ho la sensazione che sia una perdita di tempo.
5251944	ita	Non voglio morire in prigione.
5251945	ita	Io non voglio morire in prigione.
5251946	ita	Io e Tom siamo ottimi amici.
5251947	ita	Tom e Mary hanno votato per John.
5251948	ita	Tom e Mary votarono per John.
5251949	ita	Tom ha già il nostro permesso.
5251950	ita	Non capisco la politica.
5251951	ita	Io non capisco la politica.
5251956	ita	Tom non voleva neanche mangiare.
5251957	ita	Tom non voleva neppure mangiare.
5251958	ita	Tom non voleva nemmeno mangiare.
5251961	ita	È morto un mio amico di recente.
5251962	ita	È morta una mia amica di recente.
5251963	ita	È morto un mio amico recentemente.
5251964	ita	È morta una mia amica recentemente.
5251965	ita	Immagino che tu non legga molto.
5251966	ita	Immagino che lei non legga molto.
5251967	ita	Immagino che voi non leggiate molto.
5251968	ita	Tom non voleva essere lì.
5251969	ita	Tom non gioca a basket.
5252006	ita	Ci daremo al basket?
5252008	ita	Mi fanno male gli zigomi.
5252009	ita	Ho male agli zigomi.
5252010	ita	Hai gli zigomi arrossati.
5252012	ita	Ho appena sprecato tre ore cercando di riparare questa cosa.
5252014	ita	Ho appena sprecato tre ore provando a riparare questa cosa.
5252016	ita	Dove cucini?
5252017	ita	Tu dove cucini?
5252019	ita	Dove cucina?
5252020	ita	Lei dove cucina?
5252021	ita	Dove cucinate?
5252022	ita	Voi dove cucinate?
5252023	ita	Possa l'uomo o la donna migliore vincere.
5252024	ita	Il mio gatto ha un artiglio rotto.
5252025	ita	Questo artiglio non è molto affilato.
5252026	ita	Questo artiglio è molto affilato.
5252033	ita	La mia gatta ha un artiglio spezzato.
5252040	ita	Questo non è qualcosa di cui sono fiero.
5252043	ita	Questo non è qualcosa di cui sono fiera.
5252044	ita	Questo non è qualcosa di cui sono orgoglioso.
5252045	ita	Questo non è qualcosa di cui sono orgogliosa.
5252065	ita	Lo zucchero è un veleno?
5252067	ita	Voglio tuffarmi nel fiume.
5252094	ita	Ho appena sprecato tre ore cercando di fissare questa cosa.
5252095	ita	Ho appena sprecato tre ore provando a fissare questa cosa.
5252101	ita	Mi fai un massaggio agli zigomi?
5252102	ita	Voglio un massaggio agli zigomi.
5252103	ita	Vorrei un massaggio agli zigomi.
5252104	ita	Il gatto mi ha appena piantato un artiglio nel braccio.
5252105	ita	L'aquila mi ha appena piantato un affilato artiglio nell'occhio.
5252112	ita	Mi sento male per quelle persone.
5252113	ita	Io mi sento male per quelle persone.
5252114	ita	Mi sento male per quella gente.
5252116	ita	Io mi sento male per quella gente.
5252117	ita	Non voglio ingannarti.
5252118	ita	Io non voglio ingannarti.
5252119	ita	Non voglio ingannarvi.
5252120	ita	Io non voglio ingannarvi.
5252121	ita	Non voglio ingannarla.
5252122	ita	Io non voglio ingannarla.
5252124	ita	Non ti voglio ingannare.
5252125	ita	Io non ti voglio ingannare.
5252126	ita	Non vi voglio ingannare.
5252127	ita	Io non vi voglio ingannare.
5252128	ita	Non la voglio ingannare.
5252129	ita	Io non la voglio ingannare.
5252132	ita	Tom ha già il nostro rispetto.
5252181	ita	Sembra sensato.
5252182	ita	Sembra giudizioso.
5252184	ita	Sembra saggio.
5252185	ita	Sembra ponderato.
5252186	ita	Sembra di buon senso.
5252215	ita	Non voglio comprare uno yacht.
5252216	ita	Io non voglio comprare uno yacht.
5252241	ita	Lavo le mie mele.
5252242	ita	Io lavo le mie mele.
5252244	ita	Tom non aveva abbastanza tempo per fare altro.
5252285	ita	A Tom è piaciuto immediatamente.
5252286	ita	A Tom è piaciuta immediatamente.
5252287	ita	A Mary è piaciuto immediatamente.
5252288	ita	A Mary è piaciuta immediatamente.
5252290	ita	Questa azienda è una vittima del suo proprio successo.
5252291	ita	Questa ditta è una vittima del suo proprio successo.
5252338	ita	Non voglio essere ricordato.
5252340	ita	Io non voglio essere ricordato.
5252341	ita	Non voglio essere ricordata.
5252342	ita	Io non voglio essere ricordata.
5252388	ita	Esistono degli esseri sovrannaturali.
5252974	ita	Vorrebbe un po' di insalata?
5253303	ita	Ma bisogna che tutto capiti come per caso, senza dargli troppa importanza, senza la pretesa di star compiendo una operazione decisiva.
5253369	ita	Laverai una mela.
5253370	ita	Tu laverai una mela.
5253379	ita	Non ho ancora detto la mia ultima parola sulle donne: credo che, se una donna riesce a sottrarsi alla massa, e quindi a sollevarsi al di sopra di essa, è destinata a crescere continuamente, molto più di un uomo.
5253484	ita	Mio nonno è caduto e si è fratturato entrambi gli zigomi.
5253489	ita	Il modo migliore è prendere le cose così come vengono.
5253506	ita	Andrò a Boston in primavera.
5253507	ita	Io andrò a Boston in primavera.
5253531	ita	Grazie di tradurre le mie frasi. Lo apprezzo.
5254079	ita	Questo non è un alieno. È solo uno strano animale.
5254080	ita	Tomi ha fatto finta di essere ricco.
5254082	ita	Tomi ha fatto finta di dormire.
5254083	ita	Tomi sbatte la porta di ingresso.
5254084	ita	Mari è pazza per lo sport.
5254085	ita	Entrambi arrossirono.
5254086	ita	Raramente la famiglia di Tomi mangia assieme.
